ticker_name,mercado,beta_mercado,beta_dummy_dividendo,p_beta_mercado,p_beta_dummy_dividendo,r2,r2_ajustado,estatistica_F,p_estatistica_F,resumo
A,^NYA,0.794016789443813,-0.0008062768025101889,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000008025527458011961,0.539245913473708,0.3531198273164494,0.3526589223127561,766.1444863623648,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000003099269433234616,"                            OLS Regression Results                            
==============================================================================
Dep. Variable:              Diff_tick   R-squared:                       0.353
Model:                            OLS   Adj. R-squared:                  0.353
Method:                 Least Squares   F-statistic:                     766.1
Date:                qui, 03 abr 2025   Prob (F-statistic):          3.10e-266
Time:                        11:28:17   Log-Likelihood:                 9365.8
No. Observations:                2810   AIC:                        -1.873e+04
Df Residuals:                    2807   BIC:                        -1.871e+04
Df Model:                           2                                         
Covariance Type:            nonrobust                                         
====================================================================================
                       coef    std err          t      P>|t|      [0.025      0.975]
------------------------------------------------------------------------------------
const             5.886e-05      0.000      0.358      0.720      -0.000       0.000
Diff_merc            0.7940      0.020     39.144      0.000       0.754       0.834
Dummy_Dividendos    -0.0008      0.001     -0.614      0.539      -0.003       0.002
==============================================================================
Omnibus:                     1182.738   Durbin-Watson:                   2.023
Prob(Omnibus):                  0.000   Jarque-Bera (JB):           729821.095
Skew:                          -0.524   Prob(JB):                         0.00
Kurtosis:                      81.945   Cond. No.                         124.
==============================================================================

Notes:
[1] Standard Errors assume that the covariance matrix of the errors is correctly specified."
AAP,^NYA,0.7366482426584726,-0.0025647768387205764,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000018879592654629867,0.1979030676823064,0.17053889927657662,0.1699479045485941,288.5624713755984,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010720604527745098,"                            OLS Regression Results                            
==============================================================================
Dep. Variable:              Diff_tick   R-squared:                       0.171
Model:                            OLS   Adj. R-squared:                  0.170
Method:                 Least Squares   F-statistic:                     288.6
Date:                qui, 03 abr 2025   Prob (F-statistic):          1.07e-114
Time:                        11:28:17   Log-Likelihood:                 8195.7
No. Observations:                2810   AIC:                        -1.639e+04
Df Residuals:                    2807   BIC:                        -1.637e+04
Df Model:                           2                                         
Covariance Type:            nonrobust                                         
====================================================================================
                       coef    std err          t      P>|t|      [0.025      0.975]
------------------------------------------------------------------------------------
const               -0.0001      0.000     -0.417      0.677      -0.001       0.000
Diff_merc            0.7366      0.031     23.944      0.000       0.676       0.797
Dummy_Dividendos    -0.0026      0.002     -1.288      0.198      -0.006       0.001
==============================================================================
Omnibus:                     3400.761   Durbin-Watson:                   1.929
Prob(Omnibus):                  0.000   Jarque-Bera (JB):          2667868.919
Skew:                          -5.655   Prob(JB):                         0.00
Kurtosis:                     153.526   Cond. No.                         124.
==============================================================================

Notes:
[1] Standard Errors assume that the covariance matrix of the errors is correctly specified."
AAPL,^IXIC,1.1018222970047273,-0.0017629435600128084,0,0.11697076354222659,0.5839613536445465,0.5836649242563345,1969.984680557496,0,"                            OLS Regression Results                            
==============================================================================
Dep. Variable:              Diff_tick   R-squared:                       0.584
Model:                            OLS   Adj. R-squared:                  0.584
Method:                 Least Squares   F-statistic:                     1970.
Date:                qui, 03 abr 2025   Prob (F-statistic):               0.00
Time:                        11:28:17   Log-Likelihood:                 9770.3
No. Observations:                2810   AIC:                        -1.953e+04
Df Residuals:                    2807   BIC:                        -1.952e+04
Df Model:                           2                                         
Covariance Type:            nonrobust                                         
====================================================================================
                       coef    std err          t      P>|t|      [0.025      0.975]
------------------------------------------------------------------------------------
const               -0.0002      0.000     -1.334      0.182      -0.000    8.93e-05
Diff_merc            1.1018      0.018     62.744      0.000       1.067       1.136
Dummy_Dividendos    -0.0018      0.001     -1.568      0.117      -0.004       0.000
==============================================================================
Omnibus:                      791.127   Durbin-Watson:                   1.883
Prob(Omnibus):                  0.000   Jarque-Bera (JB):            87409.002
Skew:                           0.069   Prob(JB):                         0.00
Kurtosis:                      30.323   Cond. No.                         124.
==============================================================================

Notes:
[1] Standard Errors assume that the covariance matrix of the errors is correctly specified."
AAT,^NYA,0.687716023411072,-0.00954606914101033,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000007382596746495579,0.0000000000000000008359692346302512,0.3855504953529185,0.38511269734461995,880.6584042062524,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000013815910669928601,"                            OLS Regression Results                            
==============================================================================
Dep. Variable:              Diff_tick   R-squared:                       0.386
Model:                            OLS   Adj. R-squared:                  0.385
Method:                 Least Squares   F-statistic:                     880.7
Date:                qui, 03 abr 2025   Prob (F-statistic):          1.38e-297
Time:                        11:28:17   Log-Likelihood:                 9908.5
No. Observations:                2810   AIC:                        -1.981e+04
Df Residuals:                    2807   BIC:                        -1.979e+04
Df Model:                           2                                         
Covariance Type:            nonrobust                                         
====================================================================================
                       coef    std err          t      P>|t|      [0.025      0.975]
------------------------------------------------------------------------------------
const                0.0002      0.000      1.323      0.186   -8.66e-05       0.000
Diff_merc            0.6877      0.017     41.132      0.000       0.655       0.721
Dummy_Dividendos    -0.0095      0.001     -8.918      0.000      -0.012      -0.007
==============================================================================
Omnibus:                     1021.830   Durbin-Watson:                   2.008
Prob(Omnibus):                  0.000   Jarque-Bera (JB):            37909.047
Skew:                           1.039   Prob(JB):                         0.00
Kurtosis:                      20.873   Cond. No.                         124.
==============================================================================

Notes:
[1] Standard Errors assume that the covariance matrix of the errors is correctly specified."
ABBV,^NYA,0.5572236722695798,-0.010354846257213123,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011307241138362072,0.00000000000000010682201868367993,0.23961818337321572,0.23907640794277263,442.2832227317389,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010666525767867663,"                            OLS Regression Results                            
==============================================================================
Dep. Variable:              Diff_tick   R-squared:                       0.240
Model:                            OLS   Adj. R-squared:                  0.239
Method:                 Least Squares   F-statistic:                     442.3
Date:                qui, 03 abr 2025   Prob (F-statistic):          1.07e-167
Time:                        11:28:17   Log-Likelihood:                 9495.4
No. Observations:                2810   AIC:                        -1.898e+04
Df Residuals:                    2807   BIC:                        -1.897e+04
Df Model:                           2                                         
Covariance Type:            nonrobust                                         
====================================================================================
                       coef    std err          t      P>|t|      [0.025      0.975]
------------------------------------------------------------------------------------
const                0.0001      0.000      0.679      0.497      -0.000       0.000
Diff_merc            0.5572      0.019     28.763      0.000       0.519       0.595
Dummy_Dividendos    -0.0104      0.001     -8.349      0.000      -0.013      -0.008
==============================================================================
Omnibus:                     1334.578   Durbin-Watson:                   2.031
Prob(Omnibus):                  0.000   Jarque-Bera (JB):           163451.795
Skew:                          -1.245   Prob(JB):                         0.00
Kurtosis:                      40.280   Cond. No.                         124.
==============================================================================

Notes:
[1] Standard Errors assume that the covariance matrix of the errors is correctly specified."
ABCB,^NYA,0.9436573484541669,-0.0013780501506586145,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000614604540582582,0.351619579074571,0.3832894088399129,0.38284999979740486,872.2838443473015,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002394719160467114,"                            OLS Regression Results                            
==============================================================================
Dep. Variable:              Diff_tick   R-squared:                       0.383
Model:                            OLS   Adj. R-squared:                  0.383
Method:                 Least Squares   F-statistic:                     872.3
Date:                qui, 03 abr 2025   Prob (F-statistic):          2.39e-295
Time:                        11:28:17   Log-Likelihood:                 9062.3
No. Observations:                2810   AIC:                        -1.812e+04
Df Residuals:                    2807   BIC:                        -1.810e+04
Df Model:                           2                                         
Covariance Type:            nonrobust                                         
====================================================================================
                       coef    std err          t      P>|t|      [0.025      0.975]
------------------------------------------------------------------------------------
const             6.841e-05      0.000      0.373      0.709      -0.000       0.000
Diff_merc            0.9437      0.023     41.766      0.000       0.899       0.988
Dummy_Dividendos    -0.0014      0.001     -0.932      0.352      -0.004       0.002
==============================================================================
Omnibus:                      802.591   Durbin-Watson:                   2.056
Prob(Omnibus):                  0.000   Jarque-Bera (JB):            29327.176
Skew:                           0.659   Prob(JB):                         0.00
Kurtosis:                      18.772   Cond. No.                         124.
==============================================================================

Notes:
[1] Standard Errors assume that the covariance matrix of the errors is correctly specified."
ABM,^NYA,0.7907110739445662,-0.004473158799246131,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001447223971774658,0.0004903385597047582,0.3662166429105127,0.3657650694462523,810.9791028361325,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010567098144136765,"                            OLS Regression Results                            
==============================================================================
Dep. Variable:              Diff_tick   R-squared:                       0.366
Model:                            OLS   Adj. R-squared:                  0.366
Method:                 Least Squares   F-statistic:                     811.0
Date:                qui, 03 abr 2025   Prob (F-statistic):          1.06e-278
Time:                        11:28:17   Log-Likelihood:                 9435.7
No. Observations:                2810   AIC:                        -1.887e+04
Df Residuals:                    2807   BIC:                        -1.885e+04
Df Model:                           2                                         
Covariance Type:            nonrobust                                         
====================================================================================
                       coef    std err          t      P>|t|      [0.025      0.975]
------------------------------------------------------------------------------------
const               -0.0002      0.000     -1.523      0.128      -0.001    7.03e-05
Diff_merc            0.7907      0.020     39.936      0.000       0.752       0.830
Dummy_Dividendos    -0.0045      0.001     -3.490      0.000      -0.007      -0.002
==============================================================================
Omnibus:                     1042.574   Durbin-Watson:                   2.044
Prob(Omnibus):                  0.000   Jarque-Bera (JB):           190829.630
Skew:                          -0.601   Prob(JB):                         0.00
Kurtosis:                      43.354   Cond. No.                         125.
==============================================================================

Notes:
[1] Standard Errors assume that the covariance matrix of the errors is correctly specified."
ABR,^NYA,0.8076655297840478,-0.02148733384640341,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011213804738546748,0.000000000000000000000000000000000000000000024595242653563517,0.3333216347422503,0.3328466234381835,701.7130579599384,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000007355527530199619,"                            OLS Regression Results                            
==============================================================================
Dep. Variable:              Diff_tick   R-squared:                       0.333
Model:                            OLS   Adj. R-squared:                  0.333
Method:                 Least Squares   F-statistic:                     701.7
Date:                qui, 03 abr 2025   Prob (F-statistic):          7.36e-248
Time:                        11:28:18   Log-Likelihood:                 8939.7
No. Observations:                2810   AIC:                        -1.787e+04
Df Residuals:                    2807   BIC:                        -1.786e+04
Df Model:                           2                                         
Covariance Type:            nonrobust                                         
====================================================================================
                       coef    std err          t      P>|t|      [0.025      0.975]
------------------------------------------------------------------------------------
const                0.0010      0.000      5.300      0.000       0.001       0.001
Diff_merc            0.8077      0.024     34.208      0.000       0.761       0.854
Dummy_Dividendos    -0.0215      0.002    -14.215      0.000      -0.024      -0.019
==============================================================================
Omnibus:                     1083.650   Durbin-Watson:                   1.858
Prob(Omnibus):                  0.000   Jarque-Bera (JB):           171100.615
Skew:                           0.727   Prob(JB):                         0.00
Kurtosis:                      41.200   Cond. No.                         125.
==============================================================================

Notes:
[1] Standard Errors assume that the covariance matrix of the errors is correctly specified."
ACP,^NYA,0.39320611974833586,-0.011181489313878612,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000006670540748246081,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000018616065005829508,0.36232938939866755,0.3618750462489694,797.4795914484432,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000005637017041184922,"                            OLS Regression Results                            
==============================================================================
Dep. Variable:              Diff_tick   R-squared:                       0.362
Model:                            OLS   Adj. R-squared:                  0.362
Method:                 Least Squares   F-statistic:                     797.5
Date:                qui, 03 abr 2025   Prob (F-statistic):          5.64e-275
Time:                        11:28:18   Log-Likelihood:                 10766.
No. Observations:                2810   AIC:                        -2.153e+04
Df Residuals:                    2807   BIC:                        -2.151e+04
Df Model:                           2                                         
Covariance Type:            nonrobust                                         
====================================================================================
                       coef    std err          t      P>|t|      [0.025      0.975]
------------------------------------------------------------------------------------
const                0.0007      0.000      6.532      0.000       0.000       0.001
Diff_merc            0.3932      0.012     31.909      0.000       0.369       0.417
Dummy_Dividendos    -0.0112      0.000    -24.060      0.000      -0.012      -0.010
==============================================================================
Omnibus:                     1412.240   Durbin-Watson:                   1.806
Prob(Omnibus):                  0.000   Jarque-Bera (JB):            61825.670
Skew:                          -1.672   Prob(JB):                         0.00
Kurtosis:                      25.735   Cond. No.                         125.
==============================================================================

Notes:
[1] Standard Errors assume that the covariance matrix of the errors is correctly specified."
ACRE,^NYA,0.7323696775730414,-0.02461404211759982,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000005322043090448737,0.00000000000000000000000000000000000000000000000000000000000024641968411995996,0.32747778260897675,0.32699860753424137,683.4199019843916,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000015355499508921468,"                            OLS Regression Results                            
==============================================================================
Dep. Variable:              Diff_tick   R-squared:                       0.327
Model:                            OLS   Adj. R-squared:                  0.327
Method:                 Least Squares   F-statistic:                     683.4
Date:                qui, 03 abr 2025   Prob (F-statistic):          1.54e-242
Time:                        11:28:18   Log-Likelihood:                 9111.7
No. Observations:                2810   AIC:                        -1.822e+04
Df Residuals:                    2807   BIC:                        -1.820e+04
Df Model:                           2                                         
Covariance Type:            nonrobust                                         
====================================================================================
                       coef    std err          t      P>|t|      [0.025      0.975]
------------------------------------------------------------------------------------
const                0.0004      0.000      2.303      0.021    6.16e-05       0.001
Diff_merc            0.7324      0.022     32.991      0.000       0.689       0.776
Dummy_Dividendos    -0.0246      0.001    -16.936      0.000      -0.027      -0.022
==============================================================================
Omnibus:                     1600.889   Durbin-Watson:                   2.009
Prob(Omnibus):                  0.000   Jarque-Bera (JB):           328929.364
Skew:                          -1.586   Prob(JB):                         0.00
Kurtosis:                      55.908   Cond. No.                         124.
==============================================================================

Notes:
[1] Standard Errors assume that the covariance matrix of the errors is correctly specified."
