ticker_name,mercado,beta_mercado,beta_dividendo,p_beta_mercado,p_beta_dividendo,r2,r2_ajustado,estatistica_F,p_estatistica_F,resumo
A,^NYA,0.801005418138051,0.000524069382648814,0.0000000007489568579922055,0.9645042025504931,0.6073474342589464,0.5881936505642609,31.709005590757645,0.000000004755246260076158,"                            OLS Regression Results                            
==============================================================================
Dep. Variable:              Diff_tick   R-squared:                       0.607
Model:                            OLS   Adj. R-squared:                  0.588
Method:                 Least Squares   F-statistic:                     31.71
Date:                qui, 03 abr 2025   Prob (F-statistic):           4.76e-09
Time:                        11:28:17   Log-Likelihood:                 185.31
No. Observations:                  44   AIC:                            -364.6
Df Residuals:                      41   BIC:                            -359.3
Df Model:                           2                                         
Covariance Type:            nonrobust                                         
==================================================================================
                     coef    std err          t      P>|t|      [0.025      0.975]
----------------------------------------------------------------------------------
const             -0.0008      0.002     -0.414      0.681      -0.005       0.003
Diff_merc          0.8010      0.101      7.962      0.000       0.598       1.004
Dividends_tick     0.0005      0.012      0.045      0.965      -0.023       0.024
==============================================================================
Omnibus:                        6.835   Durbin-Watson:                   1.637
Prob(Omnibus):                  0.033   Jarque-Bera (JB):                6.608
Skew:                           0.560   Prob(JB):                       0.0367
Kurtosis:                       4.533   Cond. No.                         182.
==============================================================================

Notes:
[1] Standard Errors assume that the covariance matrix of the errors is correctly specified."
AAP,^NYA,0.493959550199992,-0.004898109143441527,0.0002967243378761556,0.013812725745984644,0.4632191574088875,0.43703472606297955,17.690632700384345,0.0000028896061839161452,"                            OLS Regression Results                            
==============================================================================
Dep. Variable:              Diff_tick   R-squared:                       0.463
Model:                            OLS   Adj. R-squared:                  0.437
Method:                 Least Squares   F-statistic:                     17.69
Date:                qui, 03 abr 2025   Prob (F-statistic):           2.89e-06
Time:                        11:28:17   Log-Likelihood:                 167.59
No. Observations:                  44   AIC:                            -329.2
Df Residuals:                      41   BIC:                            -323.8
Df Model:                           2                                         
Covariance Type:            nonrobust                                         
==================================================================================
                     coef    std err          t      P>|t|      [0.025      0.975]
----------------------------------------------------------------------------------
const             -0.0013      0.001     -1.290      0.204      -0.003       0.001
Diff_merc          0.4940      0.125      3.954      0.000       0.242       0.746
Dividends_tick    -0.0049      0.002     -2.573      0.014      -0.009      -0.001
==============================================================================
Omnibus:                       31.385   Durbin-Watson:                   1.439
Prob(Omnibus):                  0.000   Jarque-Bera (JB):               95.049
Skew:                          -1.723   Prob(JB):                     2.29e-21
Kurtosis:                       9.322   Cond. No.                         159.
==============================================================================

Notes:
[1] Standard Errors assume that the covariance matrix of the errors is correctly specified."
AAPL,^IXIC,1.0735246782333934,0.014965078955187899,0.00000000000001489180839717956,0.22408165749525308,0.7636146706623804,0.752358226408208,67.83800047509102,0.00000000000007015052290273961,"                            OLS Regression Results                            
==============================================================================
Dep. Variable:              Diff_tick   R-squared:                       0.764
Model:                            OLS   Adj. R-squared:                  0.752
Method:                 Least Squares   F-statistic:                     67.84
Date:                qui, 03 abr 2025   Prob (F-statistic):           7.02e-14
Time:                        11:28:17   Log-Likelihood:                 190.46
No. Observations:                  45   AIC:                            -374.9
Df Residuals:                      42   BIC:                            -369.5
Df Model:                           2                                         
Covariance Type:            nonrobust                                         
==================================================================================
                     coef    std err          t      P>|t|      [0.025      0.975]
----------------------------------------------------------------------------------
const             -0.0047      0.002     -2.039      0.048      -0.009   -4.91e-05
Diff_merc          1.0735      0.093     11.496      0.000       0.885       1.262
Dividends_tick     0.0150      0.012      1.234      0.224      -0.010       0.039
==============================================================================
Omnibus:                       15.300   Durbin-Watson:                   1.884
Prob(Omnibus):                  0.000   Jarque-Bera (JB):               21.137
Skew:                          -1.053   Prob(JB):                     2.57e-05
Kurtosis:                       5.614   Cond. No.                         175.
==============================================================================

Notes:
[1] Standard Errors assume that the covariance matrix of the errors is correctly specified."
AAT,^NYA,0.4626734756955435,-0.08193338549841181,0.000034001838629409564,0.00021521301184003857,0.4939911519699782,0.4698954925399772,20.50125058436539,0.0000006128022198435436,"                            OLS Regression Results                            
==============================================================================
Dep. Variable:              Diff_tick   R-squared:                       0.494
Model:                            OLS   Adj. R-squared:                  0.470
Method:                 Least Squares   F-statistic:                     20.50
Date:                qui, 03 abr 2025   Prob (F-statistic):           6.13e-07
Time:                        11:28:17   Log-Likelihood:                 174.14
No. Observations:                  45   AIC:                            -342.3
Df Residuals:                      42   BIC:                            -336.9
Df Model:                           2                                         
Covariance Type:            nonrobust                                         
==================================================================================
                     coef    std err          t      P>|t|      [0.025      0.975]
----------------------------------------------------------------------------------
const              0.0138      0.006      2.418      0.020       0.002       0.025
Diff_merc          0.4627      0.100      4.640      0.000       0.261       0.664
Dividends_tick    -0.0819      0.020     -4.051      0.000      -0.123      -0.041
==============================================================================
Omnibus:                        4.259   Durbin-Watson:                   2.012
Prob(Omnibus):                  0.119   Jarque-Bera (JB):                3.683
Skew:                          -0.701   Prob(JB):                        0.159
Kurtosis:                       2.999   Cond. No.                         133.
==============================================================================

Notes:
[1] Standard Errors assume that the covariance matrix of the errors is correctly specified."
ABBV,^NYA,0.5038550719750973,-0.006654471177478374,0.00000006155326970956048,0.00011362120607942868,0.5845470593716089,0.5647635860083522,29.547241206757533,0.000000009748966621273291,"                            OLS Regression Results                            
==============================================================================
Dep. Variable:              Diff_tick   R-squared:                       0.585
Model:                            OLS   Adj. R-squared:                  0.565
Method:                 Least Squares   F-statistic:                     29.55
Date:                qui, 03 abr 2025   Prob (F-statistic):           9.75e-09
Time:                        11:28:17   Log-Likelihood:                 183.43
No. Observations:                  45   AIC:                            -360.9
Df Residuals:                      42   BIC:                            -355.4
Df Model:                           2                                         
Covariance Type:            nonrobust                                         
==================================================================================
                     coef    std err          t      P>|t|      [0.025      0.975]
----------------------------------------------------------------------------------
const             -0.0034      0.002     -1.972      0.055      -0.007    7.86e-05
Diff_merc          0.5039      0.077      6.563      0.000       0.349       0.659
Dividends_tick    -0.0067      0.002     -4.257      0.000      -0.010      -0.004
==============================================================================
Omnibus:                        4.319   Durbin-Watson:                   1.702
Prob(Omnibus):                  0.115   Jarque-Bera (JB):                2.157
Skew:                           0.245   Prob(JB):                        0.340
Kurtosis:                       2.046   Cond. No.                         176.
==============================================================================

Notes:
[1] Standard Errors assume that the covariance matrix of the errors is correctly specified."
ABCB,^NYA,0.6460369484231205,-0.017256738435020156,0.0027065944705314104,0.4405862001365032,0.2129124288420282,0.17355805028412963,5.410133170538804,0.008326473242449823,"                            OLS Regression Results                            
==============================================================================
Dep. Variable:              Diff_tick   R-squared:                       0.213
Model:                            OLS   Adj. R-squared:                  0.174
Method:                 Least Squares   F-statistic:                     5.410
Date:                qui, 03 abr 2025   Prob (F-statistic):            0.00833
Time:                        11:28:17   Log-Likelihood:                 160.45
No. Observations:                  43   AIC:                            -314.9
Df Residuals:                      40   BIC:                            -309.6
Df Model:                           2                                         
Covariance Type:            nonrobust                                         
==================================================================================
                     coef    std err          t      P>|t|      [0.025      0.975]
----------------------------------------------------------------------------------
const              0.0011      0.003      0.384      0.703      -0.004       0.007
Diff_merc          0.6460      0.202      3.198      0.003       0.238       1.054
Dividends_tick    -0.0173      0.022     -0.779      0.441      -0.062       0.028
==============================================================================
Omnibus:                        3.860   Durbin-Watson:                   2.572
Prob(Omnibus):                  0.145   Jarque-Bera (JB):                2.769
Skew:                           0.403   Prob(JB):                        0.251
Kurtosis:                       3.947   Cond. No.                         222.
==============================================================================

Notes:
[1] Standard Errors assume that the covariance matrix of the errors is correctly specified."
ABM,^NYA,0.5531022769513871,-0.000767634183686014,0.000006826805613623724,0.9827257439321453,0.3943330754982587,0.3647883474737835,13.346986141540674,0.000034339508760488705,"                            OLS Regression Results                            
==============================================================================
Dep. Variable:              Diff_tick   R-squared:                       0.394
Model:                            OLS   Adj. R-squared:                  0.365
Method:                 Least Squares   F-statistic:                     13.35
Date:                qui, 03 abr 2025   Prob (F-statistic):           3.43e-05
Time:                        11:28:17   Log-Likelihood:                 166.43
No. Observations:                  44   AIC:                            -326.9
Df Residuals:                      41   BIC:                            -321.5
Df Model:                           2                                         
Covariance Type:            nonrobust                                         
==================================================================================
                     coef    std err          t      P>|t|      [0.025      0.975]
----------------------------------------------------------------------------------
const             -0.0051      0.007     -0.776      0.442      -0.018       0.008
Diff_merc          0.5531      0.107      5.154      0.000       0.336       0.770
Dividends_tick    -0.0008      0.035     -0.022      0.983      -0.072       0.070
==============================================================================
Omnibus:                        6.946   Durbin-Watson:                   2.067
Prob(Omnibus):                  0.031   Jarque-Bera (JB):                6.039
Skew:                           0.667   Prob(JB):                       0.0488
Kurtosis:                       4.230   Cond. No.                         127.
==============================================================================

Notes:
[1] Standard Errors assume that the covariance matrix of the errors is correctly specified."
ABR,^NYA,0.6030619595305369,-0.0531933199832452,0.000359610645306652,0.0000016264410431335677,0.526545764775137,0.5040003250025245,23.354867773072577,0.00000015164850123311273,"                            OLS Regression Results                            
==============================================================================
Dep. Variable:              Diff_tick   R-squared:                       0.527
Model:                            OLS   Adj. R-squared:                  0.504
Method:                 Least Squares   F-statistic:                     23.35
Date:                qui, 03 abr 2025   Prob (F-statistic):           1.52e-07
Time:                        11:28:18   Log-Likelihood:                 159.86
No. Observations:                  45   AIC:                            -313.7
Df Residuals:                      42   BIC:                            -308.3
Df Model:                           2                                         
Covariance Type:            nonrobust                                         
==================================================================================
                     coef    std err          t      P>|t|      [0.025      0.975]
----------------------------------------------------------------------------------
const             -0.0064      0.003     -2.302      0.026      -0.012      -0.001
Diff_merc          0.6031      0.155      3.882      0.000       0.290       0.917
Dividends_tick    -0.0532      0.010     -5.574      0.000      -0.072      -0.034
==============================================================================
Omnibus:                        3.934   Durbin-Watson:                   1.695
Prob(Omnibus):                  0.140   Jarque-Bera (JB):                2.908
Skew:                          -0.597   Prob(JB):                        0.234
Kurtosis:                       3.355   Cond. No.                         150.
==============================================================================

Notes:
[1] Standard Errors assume that the covariance matrix of the errors is correctly specified."
ACP,^NYA,0.2702198289102751,-0.03634454089440706,0.027631097982046385,0.06576014458605345,0.06034419393149315,0.04599830376250824,4.206375011984587,0.016961197196897565,"                            OLS Regression Results                            
==============================================================================
Dep. Variable:              Diff_tick   R-squared:                       0.060
Model:                            OLS   Adj. R-squared:                  0.046
Method:                 Least Squares   F-statistic:                     4.206
Date:                qui, 03 abr 2025   Prob (F-statistic):             0.0170
Time:                        11:28:18   Log-Likelihood:                 460.07
No. Observations:                 134   AIC:                            -914.1
Df Residuals:                     131   BIC:                            -905.5
Df Model:                           2                                         
Covariance Type:            nonrobust                                         
==================================================================================
                     coef    std err          t      P>|t|      [0.025      0.975]
----------------------------------------------------------------------------------
const             -0.0064      0.002     -2.812      0.006      -0.011      -0.002
Diff_merc          0.2702      0.121      2.227      0.028       0.030       0.510
Dividends_tick    -0.0363      0.020     -1.856      0.066      -0.075       0.002
==============================================================================
Omnibus:                      141.539   Durbin-Watson:                   1.515
Prob(Omnibus):                  0.000   Jarque-Bera (JB):             3637.219
Skew:                          -3.635   Prob(JB):                         0.00
Kurtosis:                      27.466   Cond. No.                         179.
==============================================================================

Notes:
[1] Standard Errors assume that the covariance matrix of the errors is correctly specified."
ACRE,^NYA,0.45145511668250193,-0.04721866989381676,0.06191791720239566,0.1061270952039968,0.14435905692628515,0.10157700977259931,3.374290538451908,0.04424163356953312,"                            OLS Regression Results                            
==============================================================================
Dep. Variable:              Diff_tick   R-squared:                       0.144
Model:                            OLS   Adj. R-squared:                  0.102
Method:                 Least Squares   F-statistic:                     3.374
Date:                qui, 03 abr 2025   Prob (F-statistic):             0.0442
Time:                        11:28:18   Log-Likelihood:                 149.36
No. Observations:                  43   AIC:                            -292.7
Df Residuals:                      40   BIC:                            -287.4
Df Model:                           2                                         
Covariance Type:            nonrobust                                         
==================================================================================
                     coef    std err          t      P>|t|      [0.025      0.975]
----------------------------------------------------------------------------------
const             -0.0099      0.009     -1.150      0.257      -0.027       0.007
Diff_merc          0.4515      0.235      1.921      0.062      -0.024       0.927
Dividends_tick    -0.0472      0.029     -1.653      0.106      -0.105       0.011
==============================================================================
Omnibus:                        1.181   Durbin-Watson:                   0.938
Prob(Omnibus):                  0.554   Jarque-Bera (JB):                1.110
Skew:                          -0.366   Prob(JB):                        0.574
Kurtosis:                       2.712   Cond. No.                         207.
==============================================================================

Notes:
[1] Standard Errors assume that the covariance matrix of the errors is correctly specified."
