ticker_name,mercado,beta_mercado,beta_dividendo,p_beta_mercado,p_beta_dividendo,r2,r2_ajustado,estatistica_F,p_estatistica_F,resumo
A,^NYA,0.7939854765571523,-0.004415343037203239,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000008128133084908671,0.5587458409361976,0.35311174644063403,0.3526508356792807,766.1173833386796,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000031540865678498,"                            OLS Regression Results                            
==============================================================================
Dep. Variable:              Diff_tick   R-squared:                       0.353
Model:                            OLS   Adj. R-squared:                  0.353
Method:                 Least Squares   F-statistic:                     766.1
Date:                qui, 03 abr 2025   Prob (F-statistic):          3.15e-266
Time:                        11:28:17   Log-Likelihood:                 9365.7
No. Observations:                2810   AIC:                        -1.873e+04
Df Residuals:                    2807   BIC:                        -1.871e+04
Df Model:                           2                                         
Covariance Type:            nonrobust                                         
==================================================================================
                     coef    std err          t      P>|t|      [0.025      0.975]
----------------------------------------------------------------------------------
const            5.78e-05      0.000      0.352      0.725      -0.000       0.000
Diff_merc          0.7940      0.020     39.143      0.000       0.754       0.834
Dividends_tick    -0.0044      0.008     -0.585      0.559      -0.019       0.010
==============================================================================
Omnibus:                     1182.626   Durbin-Watson:                   2.023
Prob(Omnibus):                  0.000   Jarque-Bera (JB):           729775.042
Skew:                          -0.524   Prob(JB):                         0.00
Kurtosis:                      81.942   Cond. No.                         124.
==============================================================================

Notes:
[1] Standard Errors assume that the covariance matrix of the errors is correctly specified."
AAP,^NYA,0.7354707726455575,-0.00483558118858589,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000006160212004720759,0.15340289983246455,0.17065128953317577,0.17006037488375159,288.79177339649704,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000008863868779618281,"                            OLS Regression Results                            
==============================================================================
Dep. Variable:              Diff_tick   R-squared:                       0.171
Model:                            OLS   Adj. R-squared:                  0.170
Method:                 Least Squares   F-statistic:                     288.8
Date:                qui, 03 abr 2025   Prob (F-statistic):          8.86e-115
Time:                        11:28:17   Log-Likelihood:                 8195.9
No. Observations:                2810   AIC:                        -1.639e+04
Df Residuals:                    2807   BIC:                        -1.637e+04
Df Model:                           2                                         
Covariance Type:            nonrobust                                         
==================================================================================
                     coef    std err          t      P>|t|      [0.025      0.975]
----------------------------------------------------------------------------------
const             -0.0001      0.000     -0.475      0.635      -0.001       0.000
Diff_merc          0.7355      0.031     23.885      0.000       0.675       0.796
Dividends_tick    -0.0048      0.003     -1.428      0.153      -0.011       0.002
==============================================================================
Omnibus:                     3400.199   Durbin-Watson:                   1.930
Prob(Omnibus):                  0.000   Jarque-Bera (JB):          2668671.746
Skew:                          -5.653   Prob(JB):                         0.00
Kurtosis:                     153.549   Cond. No.                         125.
==============================================================================

Notes:
[1] Standard Errors assume that the covariance matrix of the errors is correctly specified."
AAPL,^IXIC,1.1018647203956435,-0.008124203770148483,0,0.16636479560561904,0.5838809960386537,0.5835845093952897,1969.3332199179556,0,"                            OLS Regression Results                            
==============================================================================
Dep. Variable:              Diff_tick   R-squared:                       0.584
Model:                            OLS   Adj. R-squared:                  0.584
Method:                 Least Squares   F-statistic:                     1969.
Date:                qui, 03 abr 2025   Prob (F-statistic):               0.00
Time:                        11:28:17   Log-Likelihood:                 9770.0
No. Observations:                2810   AIC:                        -1.953e+04
Df Residuals:                    2807   BIC:                        -1.952e+04
Df Model:                           2                                         
Covariance Type:            nonrobust                                         
==================================================================================
                     coef    std err          t      P>|t|      [0.025      0.975]
----------------------------------------------------------------------------------
const             -0.0002      0.000     -1.363      0.173      -0.000    8.52e-05
Diff_merc          1.1019      0.018     62.740      0.000       1.067       1.136
Dividends_tick    -0.0081      0.006     -1.384      0.166      -0.020       0.003
==============================================================================
Omnibus:                      791.089   Durbin-Watson:                   1.883
Prob(Omnibus):                  0.000   Jarque-Bera (JB):            87331.242
Skew:                           0.070   Prob(JB):                         0.00
Kurtosis:                      30.311   Cond. No.                         124.
==============================================================================

Notes:
[1] Standard Errors assume that the covariance matrix of the errors is correctly specified."
AAT,^NYA,0.6875704607169575,-0.035013001270039576,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000003148407473896852,0.00000000000000000004897563886941897,0.3867768711220343,0.3863399469119324,885.2264584557169,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000008367626217706948,"                            OLS Regression Results                            
==============================================================================
Dep. Variable:              Diff_tick   R-squared:                       0.387
Model:                            OLS   Adj. R-squared:                  0.386
Method:                 Least Squares   F-statistic:                     885.2
Date:                qui, 03 abr 2025   Prob (F-statistic):          8.37e-299
Time:                        11:28:17   Log-Likelihood:                 9911.3
No. Observations:                2810   AIC:                        -1.982e+04
Df Residuals:                    2807   BIC:                        -1.980e+04
Df Model:                           2                                         
Covariance Type:            nonrobust                                         
==================================================================================
                     coef    std err          t      P>|t|      [0.025      0.975]
----------------------------------------------------------------------------------
const              0.0002      0.000      1.352      0.176   -8.24e-05       0.000
Diff_merc          0.6876      0.017     41.165      0.000       0.655       0.720
Dividends_tick    -0.0350      0.004     -9.236      0.000      -0.042      -0.028
==============================================================================
Omnibus:                     1024.872   Durbin-Watson:                   2.006
Prob(Omnibus):                  0.000   Jarque-Bera (JB):            38226.157
Skew:                           1.043   Prob(JB):                         0.00
Kurtosis:                      20.948   Cond. No.                         124.
==============================================================================

Notes:
[1] Standard Errors assume that the covariance matrix of the errors is correctly specified."
ABBV,^NYA,0.5573289509621802,-0.00970627666625559,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000006533398309053938,0.000000000000000016059203963800686,0.24063034368300495,0.24008928942128993,444.74345866950995,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000016448305379890962,"                            OLS Regression Results                            
==============================================================================
Dep. Variable:              Diff_tick   R-squared:                       0.241
Model:                            OLS   Adj. R-squared:                  0.240
Method:                 Least Squares   F-statistic:                     444.7
Date:                qui, 03 abr 2025   Prob (F-statistic):          1.64e-168
Time:                        11:28:17   Log-Likelihood:                 9497.2
No. Observations:                2810   AIC:                        -1.899e+04
Df Residuals:                    2807   BIC:                        -1.897e+04
Df Model:                           2                                         
Covariance Type:            nonrobust                                         
==================================================================================
                     coef    std err          t      P>|t|      [0.025      0.975]
----------------------------------------------------------------------------------
const           9.867e-05      0.000      0.629      0.529      -0.000       0.000
Diff_merc          0.5573      0.019     28.788      0.000       0.519       0.595
Dividends_tick    -0.0097      0.001     -8.575      0.000      -0.012      -0.007
==============================================================================
Omnibus:                     1334.475   Durbin-Watson:                   2.030
Prob(Omnibus):                  0.000   Jarque-Bera (JB):           164330.183
Skew:                          -1.243   Prob(JB):                         0.00
Kurtosis:                      40.381   Cond. No.                         124.
==============================================================================

Notes:
[1] Standard Errors assume that the covariance matrix of the errors is correctly specified."
ABCB,^NYA,0.9436724055805508,-0.012476725643279521,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000057455078769082256,0.29751657628304456,0.3833372427529461,0.38289786779231405,872.4603746229079,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000021477098637285236,"                            OLS Regression Results                            
==============================================================================
Dep. Variable:              Diff_tick   R-squared:                       0.383
Model:                            OLS   Adj. R-squared:                  0.383
Method:                 Least Squares   F-statistic:                     872.5
Date:                qui, 03 abr 2025   Prob (F-statistic):          2.15e-295
Time:                        11:28:17   Log-Likelihood:                 9062.4
No. Observations:                2810   AIC:                        -1.812e+04
Df Residuals:                    2807   BIC:                        -1.810e+04
Df Model:                           2                                         
Covariance Type:            nonrobust                                         
==================================================================================
                     coef    std err          t      P>|t|      [0.025      0.975]
----------------------------------------------------------------------------------
const           6.952e-05      0.000      0.380      0.704      -0.000       0.000
Diff_merc          0.9437      0.023     41.769      0.000       0.899       0.988
Dividends_tick    -0.0125      0.012     -1.042      0.298      -0.036       0.011
==============================================================================
Omnibus:                      802.797   Durbin-Watson:                   2.056
Prob(Omnibus):                  0.000   Jarque-Bera (JB):            29336.397
Skew:                           0.660   Prob(JB):                         0.00
Kurtosis:                      18.774   Cond. No.                         124.
==============================================================================

Notes:
[1] Standard Errors assume that the covariance matrix of the errors is correctly specified."
ABM,^NYA,0.7906974662244802,-0.023541831452490364,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000016007371588906343,0.0005719429023713755,0.3661518482104228,0.36570022857965,810.7527292024497,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000012197419346388678,"                            OLS Regression Results                            
==============================================================================
Dep. Variable:              Diff_tick   R-squared:                       0.366
Model:                            OLS   Adj. R-squared:                  0.366
Method:                 Least Squares   F-statistic:                     810.8
Date:                qui, 03 abr 2025   Prob (F-statistic):          1.22e-278
Time:                        11:28:17   Log-Likelihood:                 9435.5
No. Observations:                2810   AIC:                        -1.887e+04
Df Residuals:                    2807   BIC:                        -1.885e+04
Df Model:                           2                                         
Covariance Type:            nonrobust                                         
==================================================================================
                     coef    std err          t      P>|t|      [0.025      0.975]
----------------------------------------------------------------------------------
const             -0.0002      0.000     -1.532      0.126      -0.001    6.89e-05
Diff_merc          0.7907      0.020     39.932      0.000       0.752       0.830
Dividends_tick    -0.0235      0.007     -3.449      0.001      -0.037      -0.010
==============================================================================
Omnibus:                     1042.287   Durbin-Watson:                   2.044
Prob(Omnibus):                  0.000   Jarque-Bera (JB):           190742.980
Skew:                          -0.600   Prob(JB):                         0.00
Kurtosis:                      43.345   Cond. No.                         125.
==============================================================================

Notes:
[1] Standard Errors assume that the covariance matrix of the errors is correctly specified."
ABR,^NYA,0.807991434984124,-0.07567256638953437,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000012339478065639895,0.0000000000000000000000000000000000000000000000487571399195499,0.3362574043106257,0.33578448475544975,711.0245297121563,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000015016338828293977,"                            OLS Regression Results                            
==============================================================================
Dep. Variable:              Diff_tick   R-squared:                       0.336
Model:                            OLS   Adj. R-squared:                  0.336
Method:                 Least Squares   F-statistic:                     711.0
Date:                qui, 03 abr 2025   Prob (F-statistic):          1.50e-250
Time:                        11:28:18   Log-Likelihood:                 8945.9
No. Observations:                2810   AIC:                        -1.789e+04
Df Residuals:                    2807   BIC:                        -1.787e+04
Df Model:                           2                                         
Covariance Type:            nonrobust                                         
==================================================================================
                     coef    std err          t      P>|t|      [0.025      0.975]
----------------------------------------------------------------------------------
const              0.0010      0.000      5.227      0.000       0.001       0.001
Diff_merc          0.8080      0.024     34.299      0.000       0.762       0.854
Dividends_tick    -0.0757      0.005    -14.676      0.000      -0.086      -0.066
==============================================================================
Omnibus:                     1092.413   Durbin-Watson:                   1.857
Prob(Omnibus):                  0.000   Jarque-Bera (JB):           174124.345
Skew:                           0.741   Prob(JB):                         0.00
Kurtosis:                      41.536   Cond. No.                         124.
==============================================================================

Notes:
[1] Standard Errors assume that the covariance matrix of the errors is correctly specified."
ACP,^NYA,0.3931677420782207,-0.09455437305350235,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004771352147785857,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002342992253530706,0.35908382555773,0.3586271699293422,786.3339532799839,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000007006946273309685,"                            OLS Regression Results                            
==============================================================================
Dep. Variable:              Diff_tick   R-squared:                       0.359
Model:                            OLS   Adj. R-squared:                  0.359
Method:                 Least Squares   F-statistic:                     786.3
Date:                qui, 03 abr 2025   Prob (F-statistic):          7.01e-272
Time:                        11:28:18   Log-Likelihood:                 10758.
No. Observations:                2810   AIC:                        -2.151e+04
Df Residuals:                    2807   BIC:                        -2.149e+04
Df Model:                           2                                         
Covariance Type:            nonrobust                                         
==================================================================================
                     coef    std err          t      P>|t|      [0.025      0.975]
----------------------------------------------------------------------------------
const              0.0006      0.000      6.217      0.000       0.000       0.001
Diff_merc          0.3932      0.012     31.825      0.000       0.369       0.417
Dividends_tick    -0.0946      0.004    -23.701      0.000      -0.102      -0.087
==============================================================================
Omnibus:                     1399.905   Durbin-Watson:                   1.814
Prob(Omnibus):                  0.000   Jarque-Bera (JB):            60466.688
Skew:                          -1.654   Prob(JB):                         0.00
Kurtosis:                      25.483   Cond. No.                         124.
==============================================================================

Notes:
[1] Standard Errors assume that the covariance matrix of the errors is correctly specified."
ACRE,^NYA,0.7321453861434164,-0.08196565188972166,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000006201750284871843,0.00000000000000000000000000000000000000000000000000000000000018228505854775443,0.32762172387717203,0.32714265136123133,683.8666652246405,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001137078828042701,"                            OLS Regression Results                            
==============================================================================
Dep. Variable:              Diff_tick   R-squared:                       0.328
Model:                            OLS   Adj. R-squared:                  0.327
Method:                 Least Squares   F-statistic:                     683.9
Date:                qui, 03 abr 2025   Prob (F-statistic):          1.14e-242
Time:                        11:28:18   Log-Likelihood:                 9112.0
No. Observations:                2810   AIC:                        -1.822e+04
Df Residuals:                    2807   BIC:                        -1.820e+04
Df Model:                           2                                         
Covariance Type:            nonrobust                                         
==================================================================================
                     coef    std err          t      P>|t|      [0.025      0.975]
----------------------------------------------------------------------------------
const              0.0004      0.000      2.286      0.022    5.85e-05       0.001
Diff_merc          0.7321      0.022     32.984      0.000       0.689       0.776
Dividends_tick    -0.0820      0.005    -16.955      0.000      -0.091      -0.072
==============================================================================
Omnibus:                     1600.526   Durbin-Watson:                   2.009
Prob(Omnibus):                  0.000   Jarque-Bera (JB):           329303.962
Skew:                          -1.585   Prob(JB):                         0.00
Kurtosis:                      55.939   Cond. No.                         124.
==============================================================================

Notes:
[1] Standard Errors assume that the covariance matrix of the errors is correctly specified."
